annotid	AnnotDesc	Interesting_genes_with_this_annotid	Interesting_genes_with_any_annotation	BG_with_annotid	BG_with_any_annotation	pvalue	p_adj_BH	Interesting_gene_ids
GO:0006108	malate metabolic process	8	1966	12	14463	3.4165167091369755e-05	0.000446140140268	Aerin#c16329;Aerin#c18513;Aerin#c11555;Aerin#c17226;Aerin#c19333;Aerin#c25511;Aerin#c21107;Aerin#c17227
GO:0006544	glycine metabolic process	8	1966	12	14463	3.4165167091369755e-05	0.000446140140268	Aerin#c19772;Aerin#c22886;Aerin#c12163;Aerin#c24259;Aerin#c19863;Aerin#c22309;Aerin#c15487;Aerin#c19114
GO:0006801	superoxide metabolic process	8	1966	12	14463	3.4165167091369755e-05	0.000446140140268	Aerin#c14252;Aerin#c22470;Aerin#c19542;Aerin#c22863;Aerin#c11446;Aerin#c12607;Aerin#c18633;Aerin#c15734
GO:0071840	cellular component organization or biogenesis	118	1966	605	14463	3.527511508259847e-05	0.000458722865846	Aerin#c20468;Aerin#c23891;Aerin#c17333;Aerin#c20928;Aerin#c20929;Aerin#c26092;Aerin#c20077;Aerin#c18969;Aerin#c11546;Aerin#c22394;Aerin#c13936;Aerin#c26560;Aerin#c21538;Aerin#c23918;Aerin#c18316;Aerin#c16782;Aerin#c18951;Aerin#c17664;Aerin#c18223;Aerin#c8395;Aerin#c13151;Aerin#c12796;Aerin#c17001;Aerin#c23024;Aerin#c22510;Aerin#c20643;Aerin#c11098;Aerin#c6525;Aerin#c23615;Aerin#c19085;Aerin#c14232;Aerin#c17675;Aerin#c20359;Aerin#c23343;Aerin#c21617;Aerin#c21618;Aerin#c26235;Aerin#c4043;Aerin#c18851;Aerin#c21188;Aerin#c10120;Aerin#c11435;Aerin#c18923;Aerin#c20597;Aerin#c20596;Aerin#c933;Aerin#c13610;Aerin#c14759;Aerin#c16458;Aerin#c17874;Aerin#c18483;Aerin#c20375;Aerin#c21569;Aerin#c12733;Aerin#c12226;Aerin#c190;Aerin#c21894;Aerin#c18800;Aerin#c20940;Aerin#c16730;Aerin#c15995;Aerin#c16936;Aerin#c20798;Aerin#c20791;Aerin#c15772;Aerin#c16727;Aerin#c22497;Aerin#c14168;Aerin#c18645;Aerin#c13892;Aerin#c17440;Aerin#c11660;Aerin#c25118;Aerin#c20053;Aerin#c1118;Aerin#c19387;Aerin#c21304;Aerin#c20328;Aerin#c18031;Aerin#c23229;Aerin#c22019;Aerin#c20605;Aerin#c19931;Aerin#c23342;Aerin#c18539;Aerin#c16651;Aerin#c25591;Aerin#c20850;Aerin#c14457;Aerin#c18927;Aerin#c19904;Aerin#c25908;Aerin#c25907;Aerin#c20183;Aerin#c14908;Aerin#c20458;Aerin#c11475;Aerin#c18356;Aerin#c19353;Aerin#c25624;Aerin#c12623;Aerin#c17353;Aerin#c21871;Aerin#c6046;Aerin#c19101;Aerin#c15347;Aerin#c13275;Aerin#c25561;Aerin#c23060;Aerin#c20511;Aerin#c13052;Aerin#c12298;Aerin#c16741;Aerin#c26136;Aerin#c7946;Aerin#c15991;Aerin#c19112;Aerin#c15217
GO:0031984	organelle subcompartment	19	1966	53	14463	3.6778577777321395e-05	0.000476297779976	Aerin#c17333;Aerin#c22132;Aerin#c22394;Aerin#c3118;Aerin#c21775;Aerin#c19632;Aerin#c11861;Aerin#c16189;Aerin#c13623;Aerin#c6862;Aerin#c19016;Aerin#c11815;Aerin#c16617;Aerin#c13668;Aerin#c17507;Aerin#c13052;Aerin#c26435;Aerin#c24976;Aerin#c3069
GO:0009773	photosynthetic electron transport in photosystem I	6	1966	7	14463	3.8773353183934053e-05	0.000498015118354	Aerin#c26080;Aerin#c18134;Aerin#c15995;Aerin#c14556;Aerin#c11240;Aerin#c11239
GO:0043022	ribosome binding	6	1966	7	14463	3.8773353183934053e-05	0.000498015118354	Aerin#c23272;Aerin#c16794;Aerin#c16936;Aerin#c24525;Aerin#c17766;Aerin#c11925
GO:0003924	GTPase activity	38	1966	144	14463	4.011607629421138e-05	0.000513158298392	Aerin#c13047;Aerin#c21257;Aerin#c11249;Aerin#c20195;Aerin#c17659;Aerin#c18422;Aerin#c18306;Aerin#c21081;Aerin#c25671;Aerin#c23936;Aerin#c24593;Aerin#c25884;Aerin#c11621;Aerin#c26518;Aerin#c25087;Aerin#c12196;Aerin#c11213;Aerin#c23146;Aerin#c17613;Aerin#c14568;Aerin#c16208;Aerin#c24073;Aerin#c23145;Aerin#c17937;Aerin#c16417;Aerin#c21590;Aerin#c23426;Aerin#c19931;Aerin#c11866;Aerin#c14457;Aerin#c18195;Aerin#c15234;Aerin#c17351;Aerin#c15347;Aerin#c20273;Aerin#c25568;Aerin#c19115;Aerin#c11166
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	14	1966	33	14463	4.540244443187705e-05	0.000576953091453	Aerin#c18793;Aerin#c14671;Aerin#c11172;Aerin#c24823;Aerin#c14750;Aerin#c24261;Aerin#c21894;Aerin#c15995;Aerin#c13545;Aerin#c14555;Aerin#c14155;Aerin#c24569;Aerin#c10616;Aerin#c19596
GO:0016168	chlorophyll binding	5	1966	5	14463	4.6207793859159466e-05	0.000576953091453	Aerin#c25601;Aerin#c24823;Aerin#c25757;Aerin#c25171;Aerin#c24622
GO:0019509	L-methionine salvage from methylthioadenosine	5	1966	5	14463	4.6207793859159466e-05	0.000576953091453	Aerin#c16257;Aerin#c23104;Aerin#c25254;Aerin#c21594;Aerin#c25488
GO:0034250	positive regulation of cellular amide metabolic process	5	1966	5	14463	4.6207793859159466e-05	0.000576953091453	Aerin#c23272;Aerin#c24525;Aerin#c22497;Aerin#c17766;Aerin#c11925
GO:0045727	positive regulation of translation	5	1966	5	14463	4.6207793859159466e-05	0.000576953091453	Aerin#c23272;Aerin#c24525;Aerin#c22497;Aerin#c17766;Aerin#c11925
GO:0072507	divalent inorganic cation homeostasis	5	1966	5	14463	4.6207793859159466e-05	0.000576953091453	Aerin#c22132;Aerin#c12768;Aerin#c15988;Aerin#c15147;Aerin#c19016
GO:0000166	nucleotide binding	280	1966	2520	14463	4.8074889674404366e-05	0.000595520570117	Aerin#c24157;Aerin#c13047;Aerin#c10790;Aerin#c15456;Aerin#c23897;Aerin#c20810;Aerin#c20811;Aerin#c11918;Aerin#c22130;Aerin#c23711;Aerin#c11178;Aerin#c18360;Aerin#c19765;Aerin#c21257;Aerin#c19418;Aerin#c11249;Aerin#c17521;Aerin#c17251;Aerin#c17309;Aerin#c16269;Aerin#c21538;Aerin#c23700;Aerin#c19174;Aerin#c24837;Aerin#c17831;Aerin#c20195;Aerin#c18951;Aerin#c18220;Aerin#c18559;Aerin#c17659;Aerin#c23298;Aerin#c18422;Aerin#c16011;Aerin#c21639;Aerin#c15785;Aerin#c21529;Aerin#c10194;Aerin#c15261;Aerin#c15260;Aerin#c18306;Aerin#c14329;Aerin#c13409;Aerin#c16686;Aerin#c20233;Aerin#c18946;Aerin#c21081;Aerin#c13237;Aerin#c18052;Aerin#c14915;Aerin#c20644;Aerin#c13787;Aerin#c25189;Aerin#c25671;Aerin#c13491;Aerin#c20828;Aerin#c16202;Aerin#c20827;Aerin#c17076;Aerin#c20088;Aerin#c23936;Aerin#c23937;Aerin#c17107;Aerin#c13954;Aerin#c16472;Aerin#c19559;Aerin#c19554;Aerin#c14230;Aerin#c22694;Aerin#c24593;Aerin#c25517;Aerin#c18110;Aerin#c11629;Aerin#c25884;Aerin#c11621;Aerin#c21617;Aerin#c26518;Aerin#c25087;Aerin#c12196;Aerin#c15526;Aerin#c12753;Aerin#c16500;Aerin#c17115;Aerin#c24849;Aerin#c23626;Aerin#c11213;Aerin#c16776;Aerin#c23146;Aerin#c22535;Aerin#c12983;Aerin#c20363;Aerin#c16048;Aerin#c5225;Aerin#c18961;Aerin#c13584;Aerin#c17298;Aerin#c12697;Aerin#c14750;Aerin#c21401;Aerin#c22055;Aerin#c20023;Aerin#c11055;Aerin#c20111;Aerin#c21377;Aerin#c19441;Aerin#c26501;Aerin#c15965;Aerin#c10762;Aerin#c14963;Aerin#c4328;Aerin#c20768;Aerin#c17592;Aerin#c16234;Aerin#c17043;Aerin#c17042;Aerin#c15616;Aerin#c16521;Aerin#c11339;Aerin#c14575;Aerin#c23546;Aerin#c19294;Aerin#c10804;Aerin#c14568;Aerin#c16208;Aerin#c20165;Aerin#c17916;Aerin#c17910;Aerin#c15195;Aerin#c24073;Aerin#c18477;Aerin#c18676;Aerin#c18494;Aerin#c17733;Aerin#c21781;Aerin#c17058;Aerin#c24526;Aerin#c13822;Aerin#c19516;Aerin#c9238;Aerin#c23145;Aerin#c24667;Aerin#c16945;Aerin#c16941;Aerin#c3206;Aerin#c14010;Aerin#c18802;Aerin#c15387;Aerin#c17440;Aerin#c17443;Aerin#c20402;Aerin#c11527;Aerin#c24240;Aerin#c25119;Aerin#c20541;Aerin#c14941;Aerin#c23961;Aerin#c14766;Aerin#c21437;Aerin#c17153;Aerin#c14494;Aerin#c24886;Aerin#c17937;Aerin#c15175;Aerin#c15956;Aerin#c20327;Aerin#c17712;Aerin#c18810;Aerin#c15393;Aerin#c11490;Aerin#c14841;Aerin#c17382;Aerin#c17547;Aerin#c17542;Aerin#c12524;Aerin#c26277;Aerin#c16417;Aerin#c16025;Aerin#c21590;Aerin#c21594;Aerin#c14534;Aerin#c15008;Aerin#c23426;Aerin#c19502;Aerin#c20151;Aerin#c19390;Aerin#c19395;Aerin#c19668;Aerin#c11261;Aerin#c19931;Aerin#c12840;Aerin#c16383;Aerin#c25179;Aerin#c14859;Aerin#c17395;Aerin#c24748;Aerin#c12266;Aerin#c12265;Aerin#c17088;Aerin#c22906;Aerin#c11866;Aerin#c22002;Aerin#c21587;Aerin#c20850;Aerin#c15031;Aerin#c15035;Aerin#c7085;Aerin#c25462;Aerin#c14457;Aerin#c20823;Aerin#c18060;Aerin#c19724;Aerin#c20184;Aerin#c18525;Aerin#c24160;Aerin#c24569;Aerin#c22914;Aerin#c12079;Aerin#c14867;Aerin#c14860;Aerin#c14601;Aerin#c26063;Aerin#c12292;Aerin#c15128;Aerin#c19139;Aerin#c18195;Aerin#c15234;Aerin#c16906;Aerin#c24193;Aerin#c20196;Aerin#c20193;Aerin#c16836;Aerin#c25371;Aerin#c18174;Aerin#c16169;Aerin#c16161;Aerin#c20509;Aerin#c13081;Aerin#c11754;Aerin#c19349;Aerin#c22927;Aerin#c14404;Aerin#c17351;Aerin#c19956;Aerin#c23522;Aerin#c15580;Aerin#c19037;Aerin#c17180;Aerin#c15058;Aerin#c6958;Aerin#c19969;Aerin#c15347;Aerin#c17753;Aerin#c11588;Aerin#c13271;Aerin#c20477;Aerin#c24548;Aerin#c24547;Aerin#c18762;Aerin#c23263;Aerin#c20272;Aerin#c20273;Aerin#c25568;Aerin#c16114;Aerin#c20512;Aerin#c16926;Aerin#c11568;Aerin#c25038;Aerin#c12581;Aerin#c13189;Aerin#c16337;Aerin#c15592;Aerin#c17031;Aerin#c19115;Aerin#c11166;Aerin#c17696;Aerin#c16921;Aerin#c16925;Aerin#c18978;Aerin#c15859;Aerin#c18571;Aerin#c19373
GO:1901265	nucleoside phosphate binding	280	1966	2520	14463	4.8074889674404366e-05	0.000595520570117	Aerin#c24157;Aerin#c13047;Aerin#c10790;Aerin#c15456;Aerin#c23897;Aerin#c20810;Aerin#c20811;Aerin#c11918;Aerin#c22130;Aerin#c23711;Aerin#c11178;Aerin#c18360;Aerin#c19765;Aerin#c21257;Aerin#c19418;Aerin#c11249;Aerin#c17521;Aerin#c17251;Aerin#c17309;Aerin#c16269;Aerin#c21538;Aerin#c23700;Aerin#c19174;Aerin#c24837;Aerin#c17831;Aerin#c20195;Aerin#c18951;Aerin#c18220;Aerin#c18559;Aerin#c17659;Aerin#c23298;Aerin#c18422;Aerin#c16011;Aerin#c21639;Aerin#c15785;Aerin#c21529;Aerin#c10194;Aerin#c15261;Aerin#c15260;Aerin#c18306;Aerin#c14329;Aerin#c13409;Aerin#c16686;Aerin#c20233;Aerin#c18946;Aerin#c21081;Aerin#c13237;Aerin#c18052;Aerin#c14915;Aerin#c20644;Aerin#c13787;Aerin#c25189;Aerin#c25671;Aerin#c13491;Aerin#c20828;Aerin#c16202;Aerin#c20827;Aerin#c17076;Aerin#c20088;Aerin#c23936;Aerin#c23937;Aerin#c17107;Aerin#c13954;Aerin#c16472;Aerin#c19559;Aerin#c19554;Aerin#c14230;Aerin#c22694;Aerin#c24593;Aerin#c25517;Aerin#c18110;Aerin#c11629;Aerin#c25884;Aerin#c11621;Aerin#c21617;Aerin#c26518;Aerin#c25087;Aerin#c12196;Aerin#c15526;Aerin#c12753;Aerin#c16500;Aerin#c17115;Aerin#c24849;Aerin#c23626;Aerin#c11213;Aerin#c16776;Aerin#c23146;Aerin#c22535;Aerin#c12983;Aerin#c20363;Aerin#c16048;Aerin#c5225;Aerin#c18961;Aerin#c13584;Aerin#c17298;Aerin#c12697;Aerin#c14750;Aerin#c21401;Aerin#c22055;Aerin#c20023;Aerin#c11055;Aerin#c20111;Aerin#c21377;Aerin#c19441;Aerin#c26501;Aerin#c15965;Aerin#c10762;Aerin#c14963;Aerin#c4328;Aerin#c20768;Aerin#c17592;Aerin#c16234;Aerin#c17043;Aerin#c17042;Aerin#c15616;Aerin#c16521;Aerin#c11339;Aerin#c14575;Aerin#c23546;Aerin#c19294;Aerin#c10804;Aerin#c14568;Aerin#c16208;Aerin#c20165;Aerin#c17916;Aerin#c17910;Aerin#c15195;Aerin#c24073;Aerin#c18477;Aerin#c18676;Aerin#c18494;Aerin#c17733;Aerin#c21781;Aerin#c17058;Aerin#c24526;Aerin#c13822;Aerin#c19516;Aerin#c9238;Aerin#c23145;Aerin#c24667;Aerin#c16945;Aerin#c16941;Aerin#c3206;Aerin#c14010;Aerin#c18802;Aerin#c15387;Aerin#c17440;Aerin#c17443;Aerin#c20402;Aerin#c11527;Aerin#c24240;Aerin#c25119;Aerin#c20541;Aerin#c14941;Aerin#c23961;Aerin#c14766;Aerin#c21437;Aerin#c17153;Aerin#c14494;Aerin#c24886;Aerin#c17937;Aerin#c15175;Aerin#c15956;Aerin#c20327;Aerin#c17712;Aerin#c18810;Aerin#c15393;Aerin#c11490;Aerin#c14841;Aerin#c17382;Aerin#c17547;Aerin#c17542;Aerin#c12524;Aerin#c26277;Aerin#c16417;Aerin#c16025;Aerin#c21590;Aerin#c21594;Aerin#c14534;Aerin#c15008;Aerin#c23426;Aerin#c19502;Aerin#c20151;Aerin#c19390;Aerin#c19395;Aerin#c19668;Aerin#c11261;Aerin#c19931;Aerin#c12840;Aerin#c16383;Aerin#c25179;Aerin#c14859;Aerin#c17395;Aerin#c24748;Aerin#c12266;Aerin#c12265;Aerin#c17088;Aerin#c22906;Aerin#c11866;Aerin#c22002;Aerin#c21587;Aerin#c20850;Aerin#c15031;Aerin#c15035;Aerin#c7085;Aerin#c25462;Aerin#c14457;Aerin#c20823;Aerin#c18060;Aerin#c19724;Aerin#c20184;Aerin#c18525;Aerin#c24160;Aerin#c24569;Aerin#c22914;Aerin#c12079;Aerin#c14867;Aerin#c14860;Aerin#c14601;Aerin#c26063;Aerin#c12292;Aerin#c15128;Aerin#c19139;Aerin#c18195;Aerin#c15234;Aerin#c16906;Aerin#c24193;Aerin#c20196;Aerin#c20193;Aerin#c16836;Aerin#c25371;Aerin#c18174;Aerin#c16169;Aerin#c16161;Aerin#c20509;Aerin#c13081;Aerin#c11754;Aerin#c19349;Aerin#c22927;Aerin#c14404;Aerin#c17351;Aerin#c19956;Aerin#c23522;Aerin#c15580;Aerin#c19037;Aerin#c17180;Aerin#c15058;Aerin#c6958;Aerin#c19969;Aerin#c15347;Aerin#c17753;Aerin#c11588;Aerin#c13271;Aerin#c20477;Aerin#c24548;Aerin#c24547;Aerin#c18762;Aerin#c23263;Aerin#c20272;Aerin#c20273;Aerin#c25568;Aerin#c16114;Aerin#c20512;Aerin#c16926;Aerin#c11568;Aerin#c25038;Aerin#c12581;Aerin#c13189;Aerin#c16337;Aerin#c15592;Aerin#c17031;Aerin#c19115;Aerin#c11166;Aerin#c17696;Aerin#c16921;Aerin#c16925;Aerin#c18978;Aerin#c15859;Aerin#c18571;Aerin#c19373
GO:0006165	nucleoside diphosphate phosphorylation	18	1966	50	14463	5.4982933616956365e-05	0.000678411472266	Aerin#c13211;Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	20	1966	59	14463	5.833230042702072e-05	0.000716915409954	Aerin#c16032;Aerin#c11371;Aerin#c12170;Aerin#c22083;Aerin#c24457;Aerin#c21744;Aerin#c20359;Aerin#c14828;Aerin#c14958;Aerin#c18395;Aerin#c22586;Aerin#c18759;Aerin#c18927;Aerin#c24633;Aerin#c13796;Aerin#c20621;Aerin#c11815;Aerin#c12912;Aerin#c10665;Aerin#c13052
GO:0006779	porphyrin-containing compound biosynthetic process	13	1966	30	14463	6.497868631299733e-05	0.000795481261347	Aerin#c10860;Aerin#c22378;Aerin#c16133;Aerin#c14915;Aerin#c10927;Aerin#c14232;Aerin#c20151;Aerin#c19653;Aerin#c16591;Aerin#c17359;Aerin#c26434;Aerin#c23880;Aerin#c12803
GO:0046939	nucleotide phosphorylation	19	1966	55	14463	6.617808912119091e-05	0.000807012184069	Aerin#c11918;Aerin#c13211;Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0016836	hydro-lyase activity	15	1966	38	14463	6.704077980084354e-05	0.000814363580992	Aerin#c15843;Aerin#c23459;Aerin#c19050;Aerin#c18219;Aerin#c20111;Aerin#c20561;Aerin#c25758;Aerin#c16549;Aerin#c17556;Aerin#c15541;Aerin#c13594;Aerin#c19904;Aerin#c23531;Aerin#c12825;Aerin#c14619
GO:0005741	mitochondrial outer membrane	7	1966	10	14463	6.988207727519081e-05	0.000839120422147	Aerin#c26519;Aerin#c13618;Aerin#c22308;Aerin#c17382;Aerin#c15002;Aerin#c20653;Aerin#c17697
GO:0010008	endosome membrane	7	1966	10	14463	6.988207727519081e-05	0.000839120422147	Aerin#c22132;Aerin#c18645;Aerin#c13623;Aerin#c17620;Aerin#c17718;Aerin#c19016;Aerin#c13668
GO:0071265	L-methionine biosynthetic process	7	1966	10	14463	6.988207727519081e-05	0.000839120422147	Aerin#c16257;Aerin#c20735;Aerin#c23104;Aerin#c25254;Aerin#c21594;Aerin#c25488;Aerin#c19687
GO:0019898	extrinsic component of membrane	9	1966	16	14463	7.214198080374075e-05	0.000862950258927	Aerin#c16251;Aerin#c23669;Aerin#c19636;Aerin#c20219;Aerin#c20579;Aerin#c18645;Aerin#c11461;Aerin#c23534;Aerin#c22122
GO:0009132	nucleoside diphosphate metabolic process	18	1966	51	14463	7.42716425965908e-05	0.000885046874136	Aerin#c13211;Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0046148	pigment biosynthetic process	20	1966	60	14463	7.643145552077692e-05	0.00090733402122	Aerin#c23891;Aerin#c22378;Aerin#c16133;Aerin#c14915;Aerin#c10927;Aerin#c14232;Aerin#c16444;Aerin#c17267;Aerin#c17284;Aerin#c19073;Aerin#c21050;Aerin#c20151;Aerin#c12266;Aerin#c19013;Aerin#c19653;Aerin#c21070;Aerin#c11746;Aerin#c16591;Aerin#c23880;Aerin#c12803
GO:0015985	energy coupled proton transport, down electrochemical gradient	8	1966	13	14463	7.820698744873185e-05	0.000921431197986	Aerin#c4460;Aerin#c23634;Aerin#c21555;Aerin#c22800;Aerin#c10738;Aerin#c22914;Aerin#c9015;Aerin#c19501
GO:0015986	ATP synthesis coupled proton transport	8	1966	13	14463	7.820698744873185e-05	0.000921431197986	Aerin#c4460;Aerin#c23634;Aerin#c21555;Aerin#c22800;Aerin#c10738;Aerin#c22914;Aerin#c9015;Aerin#c19501
GO:0006096	glycolytic process	17	1966	47	14463	8.224139794427087e-05	0.000958158145566	Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0006757	ATP generation from ADP	17	1966	47	14463	8.224139794427087e-05	0.000958158145566	Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0046031	ADP metabolic process	17	1966	47	14463	8.224139794427087e-05	0.000958158145566	Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0006605	protein targeting	12	1966	27	14463	9.214626090352205e-05	0.00106957919138	Aerin#c17251;Aerin#c18483;Aerin#c12733;Aerin#c18471;Aerin#c18645;Aerin#c17440;Aerin#c19382;Aerin#c17620;Aerin#c11866;Aerin#c22927;Aerin#c19961;Aerin#c19370
GO:0000097	sulfur amino acid biosynthetic process	14	1966	35	14463	9.862537474842626e-05	0.00114056060687	Aerin#c16257;Aerin#c20735;Aerin#c23104;Aerin#c14121;Aerin#c25254;Aerin#c21080;Aerin#c18870;Aerin#c21594;Aerin#c14143;Aerin#c21112;Aerin#c17345;Aerin#c25488;Aerin#c13088;Aerin#c19687
GO:0016859	cis-trans isomerase activity	20	1966	61	14463	9.933940406455276e-05	0.00114459445713	Aerin#c16032;Aerin#c11371;Aerin#c12170;Aerin#c22083;Aerin#c24457;Aerin#c21744;Aerin#c20359;Aerin#c14828;Aerin#c14958;Aerin#c18395;Aerin#c22586;Aerin#c18759;Aerin#c18927;Aerin#c24633;Aerin#c13796;Aerin#c20621;Aerin#c11815;Aerin#c12912;Aerin#c10665;Aerin#c13052
GO:0043565	sequence-specific DNA binding	19	1966	298	14463	0.00010632313664331265	0.00122057403018	Aerin#c24940;Aerin#c19564;Aerin#c5440;Aerin#c16492;Aerin#c26578;Aerin#c19438;Aerin#c17673;Aerin#c23034;Aerin#c21505;Aerin#c15408;Aerin#c20374;Aerin#c21785;Aerin#c22780;Aerin#c11729;Aerin#c7650;Aerin#c21066;Aerin#c21328;Aerin#c13259;Aerin#c19112
GO:0005773	vacuole	17	1966	48	14463	0.00011135734929789123	0.00125537385863	Aerin#c12021;Aerin#c21744;Aerin#c24113;Aerin#c23146;Aerin#c20375;Aerin#c16082;Aerin#c22497;Aerin#c17718;Aerin#c16396;Aerin#c4634;Aerin#c12840;Aerin#c12607;Aerin#c20183;Aerin#c19027;Aerin#c13081;Aerin#c12132;Aerin#c21871
GO:0009135	purine nucleoside diphosphate metabolic process	17	1966	48	14463	0.00011135734929789123	0.00125537385863	Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0009179	purine ribonucleoside diphosphate metabolic process	17	1966	48	14463	0.00011135734929789123	0.00125537385863	Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0009185	ribonucleoside diphosphate metabolic process	17	1966	48	14463	0.00011135734929789123	0.00125537385863	Aerin#c21527;Aerin#c25521;Aerin#c11891;Aerin#c11898;Aerin#c13955;Aerin#c18110;Aerin#c20749;Aerin#c23310;Aerin#c23829;Aerin#c21576;Aerin#c16234;Aerin#c17910;Aerin#c15541;Aerin#c21696;Aerin#c21662;Aerin#c17321;Aerin#c17691
GO:0043648	dicarboxylic acid metabolic process	17	1966	48	14463	0.00011135734929789123	0.00125537385863	Aerin#c16329;Aerin#c17521;Aerin#c21531;Aerin#c18513;Aerin#c11555;Aerin#c17226;Aerin#c19333;Aerin#c25511;Aerin#c18589;Aerin#c20754;Aerin#c21950;Aerin#c19079;Aerin#c19128;Aerin#c21107;Aerin#c13279;Aerin#c17227;Aerin#c16337
GO:0000413	protein peptidyl-prolyl isomerization	16	1966	44	14463	0.00012308359899147587	0.00138259497935	Aerin#c11371;Aerin#c22083;Aerin#c24457;Aerin#c21744;Aerin#c20359;Aerin#c14958;Aerin#c18395;Aerin#c22586;Aerin#c18759;Aerin#c18927;Aerin#c24633;Aerin#c13796;Aerin#c11815;Aerin#c12912;Aerin#c10665;Aerin#c13052
GO:0016226	iron-sulfur cluster assembly	9	1966	17	14463	0.0001348079689602726	0.00149731845756	Aerin#c20077;Aerin#c18316;Aerin#c12796;Aerin#c11435;Aerin#c933;Aerin#c25908;Aerin#c25907;Aerin#c13275;Aerin#c26136
GO:0031163	metallo-sulfur cluster assembly	9	1966	17	14463	0.0001348079689602726	0.00149731845756	Aerin#c20077;Aerin#c18316;Aerin#c12796;Aerin#c11435;Aerin#c933;Aerin#c25908;Aerin#c25907;Aerin#c13275;Aerin#c26136
GO:1905368	peptidase complex	9	1966	17	14463	0.0001348079689602726	0.00149731845756	Aerin#c18414;Aerin#c16132;Aerin#c17798;Aerin#c22460;Aerin#c18205;Aerin#c12706;Aerin#c11131;Aerin#c18616;Aerin#c21275
GO:1901615	organic hydroxy compound metabolic process	24	1966	81	14463	0.00013611095818511225	0.00149731845756	Aerin#c23891;Aerin#c13236;Aerin#c20002;Aerin#c25517;Aerin#c20352;Aerin#c16582;Aerin#c19856;Aerin#c19857;Aerin#c19457;Aerin#c20975;Aerin#c13808;Aerin#c20111;Aerin#c15754;Aerin#c12354;Aerin#c14950;Aerin#c18396;Aerin#c20540;Aerin#c19665;Aerin#c25179;Aerin#c25006;Aerin#c16567;Aerin#c21070;Aerin#c17575;Aerin#c22632
GO:0004784	superoxide dismutase activity	6	1966	8	14463	0.00013711882492606852	0.00149731845756	Aerin#c14252;Aerin#c22470;Aerin#c22863;Aerin#c11446;Aerin#c12607;Aerin#c18633
GO:0010598	NAD(P)H dehydrogenase complex (plastoquinone)	6	1966	8	14463	0.00013711882492606852	0.00149731845756	Aerin#c11546;Aerin#c26080;Aerin#c18134;Aerin#c23116;Aerin#c21894;Aerin#c15995
GO:0016721	oxidoreductase activity, acting on superoxide radicals as acceptor	6	1966	8	14463	0.00013711882492606852	0.00149731845756	Aerin#c14252;Aerin#c22470;Aerin#c22863;Aerin#c11446;Aerin#c12607;Aerin#c18633
